total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity
95.0,0.41,7.7,0.03,0.38
87.0,0.62,6.8,0.031,0.19
171.0,0.53,7.2,0.044,0.33
102.0,0.42,6.6,0.036,0.29
131.0,0.52,7.5,0.05,0.2
132.0,0.43,6.9,0.038,0.33
207.0,0.3,6.0,0.048,0.23
152.0,0.5,5.9,0.038,0.23
178.0,0.46,6.6,0.048,0.32
207.0,0.3,6.0,0.048,0.23
132.0,0.4,5.3,0.028,0.36
132.0,0.4,5.3,0.028,0.36
128.0,0.35,8.9,0.024,0.27
146.0,0.32,7.6,0.053,0.23
50.0,0.25,6.9,0.036,0.75
134.0,0.38,7.1,0.034,0.35
178.0,0.53,7.2,0.046,0.31
179.0,0.48,6.4,0.048,0.28
85.0,0.78,7.2,0.036,0.23
136.0,0.37,6.6,0.045,0.22
178.0,0.53,7.2,0.046,0.31
179.0,0.48,6.4,0.048,0.28
92.0,0.39,7.2,0.032,0.24
105.0,0.51,6.2,0.146,0.27
128.0,0.44,6.5,0.029,0.28
80.0,0.33,7.2,0.031,0.27
99.0,0.37,7.8,0.024,0.28
123.0,0.33,8.1,0.03,0.26
153.0,0.48,6.6,0.036,0.23
159.0,0.53,6.0,0.031,0.33
159.0,0.53,6.0,0.031,0.33
237.0,0.48,7.3,0.039,0.2
153.0,0.48,6.6,0.036,0.23
237.0,0.48,7.3,0.039,0.2
142.0,0.45,6.2,0.029,0.47
159.0,0.53,6.0,0.031,0.33
116.0,0.67,7.2,0.022,0.14
110.0,0.48,5.7,0.044,0.22
110.0,0.48,5.7,0.044,0.22
110.0,0.48,5.7,0.044,0.22
87.0,0.36,8.1,0.023,0.2
123.0,0.6,5.8,0.042,0.14
112.0,0.48,4.8,0.037,0.21
87.0,0.36,8.1,0.023,0.2
110.0,0.48,5.7,0.044,0.22
34.0,0.36,7.5,0.031,0.34
78.0,0.62,6.6,0.032,0.64
86.0,0.35,7.0,0.05,0.48
162.0,0.33,7.6,0.028,0.37
86.0,0.35,7.0,0.05,0.48
78.0,0.62,6.6,0.032,0.64
85.0,0.36,8.0,0.036,0.25
112.0,0.41,7.6,0.029,0.38
80.0,0.39,6.9,0.031,0.26
93.0,0.72,7.8,0.035,0.15
85.0,0.36,8.0,0.036,0.25
80.0,0.39,6.9,0.031,0.26
31.0,0.51,5.9,0.033,0.655
112.0,0.41,7.6,0.029,0.38
87.0,0.48,7.8,0.027,0.31
119.0,0.52,8.1,0.036,0.17
112.0,0.45,6.8,0.027,0.18
161.0,0.56,7.4,0.048,0.28
120.0,0.59,7.3,0.035,0.23
124.0,0.37,6.7,0.038,0.22
78.0,0.37,7.4,0.028,0.25
143.0,0.35,7.5,0.026,0.3
130.0,0.49,7.2,0.023,0.26
76.0,0.46,6.3,0.037,0.32
102.0,0.53,7.7,0.041,0.24
78.0,0.37,7.4,0.028,0.25
104.0,0.37,7.0,0.032,0.24
158.0,0.44,5.8,0.044,0.28
114.0,0.5,6.8,0.042,0.19
114.0,0.5,6.8,0.042,0.19
114.0,0.5,6.8,0.042,0.19
107.0,0.68,6.6,0.037,0.19
186.0,0.45,6.4,0.053,0.28
158.0,0.44,5.6,0.043,0.28
158.0,0.44,5.6,0.044,0.28
107.0,0.44,6.8,0.049,0.19
123.0,0.4,7.2,0.031,0.16
108.0,0.52,6.6,0.034,0.17
137.0,0.37,6.6,0.042,0.19
169.0,0.56,5.8,0.033,0.2
226.0,0.57,6.6,0.053,0.39
88.0,0.35,6.8,0.049,0.12
140.0,0.61,6.6,0.039,0.295
137.0,0.6,6.6,0.038,0.26
122.0,0.6,7.0,0.027,0.32
69.0,0.36,7.4,0.017,0.36
167.0,0.47,6.7,0.056,0.35
151.0,0.6,6.4,0.047,0.38
90.0,0.54,6.8,0.047,0.14
149.0,0.46,7.0,0.044,0.16
149.0,0.46,7.0,0.044,0.16
167.0,0.47,6.7,0.056,0.35
90.0,0.54,6.8,0.047,0.14
114.0,0.55,6.8,0.046,0.16
149.0,0.46,7.0,0.044,0.16
151.0,0.6,6.4,0.047,0.38
95.0,0.36,7.2,0.037,0.24
188.0,0.54,7.7,0.041,0.32
117.0,0.5,7.0,0.041,0.29
118.0,0.56,7.1,0.044,0.27
122.0,0.42,6.8,0.031,0.45
168.0,0.75,6.3,0.04,0.2
118.0,0.56,7.1,0.044,0.27
95.0,0.36,7.2,0.037,0.24
122.0,0.42,6.8,0.031,0.45
93.0,0.27,6.6,0.029,0.36
188.0,0.54,7.7,0.041,0.32
117.0,0.5,7.0,0.041,0.29
183.0,0.43,6.4,0.117,0.37
181.0,0.43,6.4,0.117,0.38
172.0,0.43,6.4,0.118,0.36
124.0,0.38,6.6,0.036,0.3
124.0,0.38,6.6,0.036,0.3
125.0,0.47,6.5,0.045,0.21
124.0,0.38,6.6,0.036,0.3
156.0,0.38,7.6,0.021,0.31
96.0,0.38,5.8,0.02,0.58
66.0,0.75,6.5,0.02,0.26
127.0,0.49,8.7,0.018,0.3
89.0,0.66,6.4,0.014,0.29
99.0,0.44,6.7,0.017,0.13
130.0,0.56,6.8,0.047,0.19
152.0,0.88,6.0,0.052,0.25
152.0,0.88,6.0,0.052,0.25
130.0,0.56,6.8,0.047,0.19
133.0,0.54,6.4,0.046,0.24
139.0,0.44,5.9,0.039,0.18
73.0,0.52,7.2,0.031,0.33
95.0,0.66,6.4,0.037,0.29
138.0,0.37,7.3,0.032,0.31
126.0,0.47,7.0,0.035,0.29
122.0,0.59,6.9,0.037,0.19
190.0,0.48,6.3,0.06,0.32
109.0,0.61,6.6,0.036,0.085
190.0,0.48,6.3,0.06,0.32
109.0,0.44,6.8,0.047,0.18
130.0,0.27,6.8,0.038,0.52
191.0,0.46,7.1,0.03,0.28
128.0,0.34,5.7,0.035,0.15
149.0,0.42,5.8,0.043,0.275
128.0,0.53,5.4,0.036,0.53
115.0,0.57,5.8,0.032,0.32
152.0,0.47,6.7,0.049,0.22
76.0,0.48,6.1,0.05,0.6
145.0,0.54,6.5,0.034,0.26
155.0,0.34,5.0,0.035,0.29
128.0,0.53,5.4,0.036,0.53
152.0,0.56,6.8,0.038,0.21
115.0,0.57,5.8,0.032,0.32
82.0,0.36,6.5,0.03,0.27
102.0,0.55,5.9,0.029,0.37
155.0,0.52,6.2,0.044,0.21
95.0,0.32,6.8,0.025,0.3
74.0,0.35,7.3,0.032,0.41
93.0,0.4,5.4,0.029,0.3
112.0,0.55,6.6,0.053,0.34
166.0,0.43,5.6,0.049,0.25
93.0,0.4,5.3,0.029,0.3
169.0,0.44,6.9,0.032,0.58
111.0,0.51,7.2,0.085,0.23
105.0,0.37,7.1,0.037,0.2
183.0,0.78,6.8,0.044,0.15
122.0,0.34,7.0,0.027,0.22
122.0,0.75,6.4,0.051,0.16
183.0,0.78,6.8,0.044,0.15
122.0,0.63,6.8,0.028,0.31
183.0,0.78,6.8,0.044,0.15
177.0,0.5,7.6,0.087,0.3
98.0,0.34,6.0,0.03,0.16
186.0,0.56,7.1,0.04,0.21
122.0,0.34,7.0,0.027,0.22
150.0,0.31,5.6,0.027,0.21
112.0,0.41,7.4,0.027,0.22
105.0,0.37,7.1,0.037,0.2
122.0,0.63,6.8,0.028,0.31
111.0,0.51,7.2,0.085,0.23
146.0,0.68,6.4,0.053,0.15
122.0,0.75,6.4,0.051,0.16
182.0,0.78,6.8,0.044,0.15
96.0,0.74,6.3,0.036,0.22
177.0,0.5,7.6,0.087,0.3
145.0,0.52,7.0,0.076,0.3
139.0,0.5,6.6,0.05,0.26
180.0,0.53,7.5,0.05,0.24
180.0,0.53,7.5,0.05,0.24
180.0,0.53,7.5,0.05,0.24
180.0,0.53,7.5,0.05,0.24
79.0,0.5,6.6,0.037,0.15
114.0,0.44,6.7,0.041,0.34
183.0,0.47,7.7,0.088,0.35
141.0,0.44,6.7,0.039,0.31
9.0,0.34,4.7,0.02,0.67
180.0,0.53,7.5,0.05,0.24
159.0,0.54,6.3,0.045,0.2
190.0,0.51,6.6,0.049,0.28
95.0,0.36,8.5,0.028,0.18
196.0,0.48,6.5,0.036,0.35
182.0,0.35,6.8,0.041,0.22
119.0,0.52,6.3,0.053,0.18
139.0,0.5,6.6,0.05,0.26
200.0,0.48,6.6,0.038,0.3
152.0,0.6,6.3,0.024,0.34
138.0,0.62,7.7,0.068,0.3
134.0,0.62,7.7,0.069,0.31
150.0,0.44,5.7,0.036,0.265
122.0,0.66,5.4,0.051,0.255
121.0,0.34,6.6,0.028,0.26
111.0,0.34,4.8,0.03,0.17
150.0,0.44,5.7,0.036,0.265
75.0,0.41,6.2,0.028,0.2
126.0,0.45,7.5,0.044,0.28
184.0,0.53,6.2,0.035,0.22
166.0,0.35,7.0,0.041,0.34
126.0,0.45,7.5,0.044,0.28
116.0,0.68,6.5,0.029,0.19
125.0,0.45,6.0,0.042,0.21
74.0,0.33,6.1,0.16,0.22
88.0,0.79,6.5,0.026,0.32
120.0,0.51,7.1,0.167,0.21
135.0,0.35,5.6,0.034,0.26
149.0,0.39,7.0,0.051,0.15
149.0,0.39,7.0,0.051,0.15
149.0,0.39,7.0,0.051,0.15
149.0,0.39,7.0,0.051,0.15
149.0,0.39,7.0,0.051,0.15
149.0,0.39,7.0,0.051,0.15
149.0,0.39,7.0,0.051,0.15
121.0,0.4,7.4,0.04,0.27
194.0,0.42,6.8,0.07,0.22
134.0,0.51,6.2,0.055,0.24
143.0,0.59,6.3,0.051,0.28
149.0,0.39,7.0,0.051,0.15
108.0,0.5,5.5,0.039,0.17
184.0,0.46,6.5,0.04,0.26
183.0,0.46,6.6,0.042,0.27
130.0,0.77,5.4,0.026,0.46
124.0,0.39,7.8,0.015,0.19
108.0,0.5,5.5,0.039,0.17
184.0,0.46,6.5,0.04,0.26
183.0,0.46,6.6,0.042,0.27
124.0,0.39,7.8,0.015,0.19
101.0,0.39,7.8,0.016,0.2
98.0,0.37,6.1,0.028,0.17
40.0,0.52,7.4,0.025,0.2
80.0,0.37,6.7,0.017,0.39
130.0,0.77,5.4,0.026,0.46
186.0,0.49,6.9,0.033,0.4
186.0,0.49,6.9,0.033,0.4
186.0,0.49,6.9,0.033,0.4
134.0,0.38,6.3,0.035,0.24
186.0,0.49,6.9,0.033,0.4
143.0,0.65,7.4,0.014,0.27
125.0,0.42,6.1,0.042,0.27
134.0,0.38,6.3,0.035,0.24
100.0,0.37,5.0,0.009,0.61
248.0,0.58,6.7,0.04,0.42
103.0,0.32,6.5,0.018,0.33
135.0,0.57,6.9,0.04,0.33
103.0,0.32,6.5,0.018,0.33
100.0,0.57,6.3,0.022,0.15
97.0,0.7,6.5,0.022,0.32
248.0,0.58,6.7,0.04,0.42
113.0,0.29,7.4,0.02,0.25
96.0,0.29,7.6,0.018,0.27
196.0,0.48,6.4,0.05,0.27
140.0,0.49,6.5,0.064,0.25
100.0,0.4,5.6,0.027,0.19
182.0,0.34,7.4,0.037,0.29
201.0,0.48,6.4,0.043,0.34
202.0,0.48,6.6,0.044,0.27
191.0,0.47,6.6,0.047,0.26
196.0,0.48,6.4,0.05,0.27
197.0,0.47,6.5,0.051,0.26
133.0,0.58,6.8,0.043,0.25
170.0,0.55,6.3,0.049,0.32
113.0,0.48,5.5,0.046,0.24
140.0,0.49,6.5,0.064,0.25
95.0,0.39,6.6,0.056,0.13
91.0,0.47,7.0,0.098,0.39
138.0,0.52,7.9,0.057,0.21
177.0,0.57,7.0,0.042,0.3
49.0,0.73,8.1,0.036,0.2
57.0,0.51,8.3,0.033,0.18
138.0,0.52,7.9,0.057,0.21
111.0,0.4,7.2,0.042,0.17
49.0,0.73,8.1,0.036,0.2
57.0,0.51,8.3,0.033,0.18
91.0,0.47,7.0,0.098,0.39
113.0,0.59,6.8,0.041,0.21
109.0,0.59,6.9,0.042,0.21
111.0,0.4,7.2,0.042,0.17
162.0,0.52,6.8,0.06,0.26
156.0,0.52,7.2,0.052,0.28
138.0,0.52,7.9,0.057,0.21
177.0,0.57,7.0,0.042,0.3
149.0,0.49,7.4,0.049,0.34
106.0,0.33,6.3,0.042,0.43
131.0,0.59,6.8,0.045,0.41
131.0,0.44,6.3,0.036,0.4
120.0,0.4,5.1,0.034,0.35
120.0,0.4,5.1,0.034,0.35
132.0,0.38,6.3,0.039,0.3
139.0,0.56,6.9,0.042,0.28
204.0,0.64,7.0,0.033,0.33
197.0,0.48,6.7,0.052,0.26
104.0,0.56,7.3,0.042,0.24
88.0,0.54,6.7,0.034,0.46
120.0,0.4,5.1,0.034,0.35
99.0,0.39,5.1,0.053,0.23
131.0,0.44,6.3,0.036,0.4
100.0,0.57,7.1,0.035,0.44
111.0,0.28,4.8,0.034,0.26
130.0,0.44,6.8,0.086,0.31
130.0,0.44,6.8,0.086,0.31
110.0,0.37,7.0,0.058,0.15
142.0,0.62,6.5,0.052,0.41
113.0,0.48,6.2,0.052,0.31
103.0,0.45,8.0,0.05,0.27
103.0,0.45,8.0,0.05,0.27
142.0,0.62,6.5,0.052,0.41
113.0,0.48,6.2,0.052,0.31
84.0,0.36,6.7,0.028,0.37
191.0,0.56,6.6,0.036,0.21
109.0,0.43,7.5,0.032,0.26
100.0,0.5,7.5,0.028,0.34
84.0,0.36,6.7,0.028,0.37
176.0,0.54,6.4,0.055,0.32
109.0,0.35,6.7,0.023,0.24
176.0,0.54,6.4,0.055,0.32
90.0,0.46,7.1,0.194,0.39
87.0,0.64,8.2,0.047,0.31
109.0,0.35,6.7,0.023,0.24
123.0,0.33,5.9,0.03,0.17
93.0,0.49,5.9,0.037,0.2
120.0,0.73,6.6,0.031,0.32
110.0,0.68,5.9,0.03,0.12
137.0,0.38,5.9,0.032,0.18
93.0,0.49,5.9,0.037,0.2
104.0,0.55,5.4,0.049,0.17
136.0,0.31,6.1,0.039,0.21
207.0,0.37,7.3,0.048,0.25
207.0,0.37,7.3,0.048,0.25
152.0,0.47,6.2,0.054,0.22
175.0,0.34,6.5,0.045,0.27
175.0,0.34,6.5,0.045,0.27
98.0,0.53,6.6,0.038,0.39
101.0,0.56,6.0,0.04,0.31
113.0,0.55,8.4,0.048,0.23
207.0,0.37,7.3,0.048,0.25
177.0,0.36,6.0,0.056,0.22
152.0,0.47,6.2,0.054,0.22
134.0,0.4,6.1,0.055,0.23
175.0,0.34,6.5,0.045,0.27
193.0,0.49,7.3,0.054,0.36
181.0,0.51,7.6,0.094,0.37
194.0,0.5,6.7,0.062,0.26
98.0,0.44,7.4,0.057,0.22
135.0,0.38,6.1,0.059,0.22
98.0,0.5,7.1,0.053,0.28
170.0,0.49,6.5,0.069,0.35
65.0,0.28,6.8,0.054,0.73
111.0,0.45,6.0,0.047,0.28
111.0,0.45,6.0,0.047,0.28
129.0,0.52,7.1,0.049,0.2
143.0,0.55,6.8,0.045,0.33
111.0,0.45,6.0,0.047,0.28
63.0,0.63,7.2,0.029,0.24
143.0,0.55,6.8,0.045,0.33
63.0,0.63,7.2,0.029,0.24
111.0,0.45,6.0,0.047,0.28
127.0,0.37,6.2,0.046,0.27
98.0,0.31,6.4,0.043,0.38
129.0,0.52,7.1,0.049,0.2
127.0,0.39,6.0,0.036,0.21
63.0,0.39,7.0,0.044,0.34
134.0,0.46,5.9,0.031,0.435
76.0,0.45,7.0,0.021,0.25
179.0,0.56,6.7,0.038,0.26
172.0,0.57,7.0,0.035,0.24
110.0,0.55,8.5,0.035,0.23
127.0,0.39,6.0,0.036,0.21
63.0,0.39,7.0,0.044,0.34
10.0,0.36,4.8,0.013,0.65
65.0,0.64,6.1,0.144,0.22
69.0,0.38,5.8,0.071,0.27
106.0,0.83,5.0,0.036,0.455
88.0,0.63,6.5,0.036,0.33
88.0,0.63,6.5,0.036,0.33
83.0,0.36,6.7,0.038,0.31
138.0,0.43,6.2,0.037,0.39
138.0,0.43,6.2,0.037,0.39
139.0,0.27,7.1,0.04,0.37
109.0,0.42,7.2,0.149,0.23
88.0,0.63,6.5,0.036,0.33
105.0,0.48,7.2,0.054,0.25
138.0,0.43,6.2,0.037,0.39
106.0,0.83,4.7,0.036,0.455
139.0,0.27,7.1,0.04,0.37
206.0,0.52,6.2,0.056,0.28
113.0,0.4,6.4,0.037,0.35
107.0,0.4,6.6,0.035,0.31
132.0,0.53,7.4,0.05,0.25
173.0,0.57,7.3,0.057,0.36
83.0,0.36,6.7,0.038,0.31
109.0,0.39,8.6,0.045,0.31
109.0,0.39,8.6,0.045,0.31
95.0,0.31,8.6,0.031,0.22
91.0,0.33,6.9,0.056,0.14
106.0,0.31,6.5,0.046,0.22
173.0,0.56,6.6,0.063,0.32
173.0,0.56,6.6,0.063,0.32
101.0,0.41,6.1,0.03,0.28
106.0,0.41,6.2,0.036,0.3
116.0,0.6,6.9,0.05,0.22
67.0,0.52,8.7,0.039,0.31
84.0,0.53,7.3,0.04,0.27
184.0,0.56,7.0,0.046,0.46
108.0,0.61,5.7,0.042,0.23
151.0,0.42,6.5,0.185,0.36
92.0,0.6,8.2,0.04,0.18
159.0,0.6,6.2,0.048,0.27
148.0,0.5,6.9,0.053,0.4
143.0,0.4,4.9,0.068,0.345
106.0,0.47,7.2,0.053,0.23
113.0,0.58,6.4,0.046,0.2
161.0,0.6,6.1,0.048,0.27
159.0,0.6,6.2,0.048,0.27
127.0,0.42,6.0,0.042,0.3
142.0,0.44,6.1,0.042,0.3
105.0,0.45,5.7,0.045,0.14
148.0,0.5,6.9,0.053,0.4
143.0,0.4,4.9,0.068,0.345
161.0,0.51,6.3,0.066,0.33
90.0,0.47,7.0,0.043,0.16
122.0,0.54,8.4,0.038,0.22
161.0,0.51,6.3,0.066,0.33
90.0,0.47,7.0,0.043,0.16
145.0,0.46,5.4,0.05,0.24
87.0,0.48,7.7,0.026,0.31
110.0,0.41,5.6,0.048,0.185
110.0,0.41,5.6,0.048,0.185
159.0,0.54,6.6,0.04,0.43
170.0,0.51,7.6,0.084,0.39
118.0,0.53,7.2,0.032,0.58
116.0,0.44,6.0,0.044,0.34
176.5,0.52,7.5,0.056,0.35
102.0,0.55,7.3,0.05,0.38
110.0,0.41,5.4,0.048,0.185
200.0,0.54,6.3,0.049,0.27
192.0,0.51,6.5,0.049,0.29
125.0,0.49,6.4,0.034,0.17
143.0,0.49,6.7,0.035,0.18
125.0,0.49,6.4,0.034,0.17
98.0,0.56,6.8,0.175,0.37
200.0,0.54,6.3,0.049,0.27
192.0,0.51,6.5,0.049,0.29
134.0,0.81,6.1,0.033,0.24
124.0,0.65,7.0,0.025,0.32
117.0,0.38,6.9,0.03,0.27
192.0,0.59,6.5,0.04,0.29
193.0,0.59,6.5,0.034,0.29
135.0,0.4,6.1,0.035,0.22
157.0,0.76,6.3,0.036,0.22
134.0,0.81,6.1,0.033,0.24
101.0,0.42,5.6,0.043,0.23
124.0,0.65,7.0,0.025,0.32
104.0,0.37,6.8,0.044,0.11
104.0,0.37,6.8,0.044,0.11
223.0,0.71,7.3,0.048,0.23
129.0,0.43,6.1,0.048,0.2
104.0,0.37,6.8,0.044,0.11
223.0,0.71,7.3,0.048,0.23
104.0,0.39,6.9,0.06,0.2
76.0,0.57,6.7,0.041,0.19
111.0,0.54,6.7,0.048,0.28
111.0,0.54,6.7,0.048,0.28
127.0,0.72,8.0,0.038,0.37
111.0,0.54,6.7,0.048,0.28
144.0,0.39,6.0,0.041,0.26
120.0,0.98,6.4,0.053,0.24
120.0,0.98,6.4,0.053,0.24
120.0,0.98,6.4,0.053,0.24
122.0,0.4,6.4,0.062,0.25
94.0,0.45,6.1,0.052,0.25
117.0,0.72,6.8,0.047,0.14
112.0,0.5,6.5,0.042,0.38
117.0,0.72,6.8,0.047,0.14
51.0,0.58,5.4,0.037,0.15
122.0,0.4,6.4,0.062,0.25
94.0,0.45,6.1,0.052,0.25
152.0,0.57,6.8,0.054,0.22
122.0,0.6,7.2,0.044,0.21
144.0,0.39,6.0,0.041,0.26
120.0,0.98,6.4,0.053,0.24
171.0,0.56,6.5,0.051,0.46
183.0,0.61,6.5,0.054,0.18
97.0,0.5,6.2,0.054,0.32
151.0,0.52,7.2,0.055,0.4
115.0,0.51,5.9,0.037,0.23
183.0,0.61,6.4,0.054,0.18
97.0,0.5,6.2,0.054,0.32
91.0,0.46,6.4,0.056,0.37
100.0,0.4,7.0,0.062,0.23
151.0,0.52,7.2,0.055,0.4
151.0,0.79,7.6,0.033,0.19
147.0,0.56,6.0,0.046,0.28
94.0,0.6,6.2,0.029,0.32
151.0,0.79,7.6,0.033,0.19
176.0,0.54,6.4,0.052,0.26
81.0,0.46,5.9,0.029,0.25
139.0,0.46,6.1,0.031,0.28
105.0,0.38,6.9,0.023,0.19
120.0,0.41,6.4,0.06,0.29
116.0,0.53,6.8,0.034,0.27
125.0,0.62,7.5,0.021,0.26
116.0,0.53,6.8,0.034,0.27
172.0,0.58,6.4,0.032,0.2
177.0,0.48,7.3,0.041,0.33
176.0,0.46,7.3,0.044,0.34
120.0,0.41,6.4,0.06,0.29
109.0,0.47,6.1,0.033,1.1
185.0,0.5,6.3,0.052,0.24
149.0,0.52,6.2,0.053,0.24
135.0,0.43,7.4,0.05,0.16
135.0,0.43,7.4,0.05,0.16
135.0,0.43,7.4,0.05,0.16
135.0,0.43,7.4,0.05,0.16
154.0,0.43,7.2,0.05,0.17
118.0,0.63,6.9,0.038,0.19
118.0,0.63,6.9,0.038,0.19
98.0,0.58,6.8,0.034,0.16
135.0,0.43,7.4,0.05,0.16
97.0,0.38,6.8,0.028,0.3
149.0,0.52,6.2,0.053,0.24
135.0,0.43,7.4,0.05,0.16
154.0,0.43,7.2,0.05,0.17
97.0,0.38,6.8,0.028,0.3
131.0,0.51,6.5,0.032,0.43
110.0,0.54,6.6,0.036,0.17
118.0,0.63,6.9,0.038,0.19
98.0,0.58,6.8,0.034,0.16
70.0,0.42,6.4,0.048,0.41
70.0,0.42,6.4,0.048,0.41
119.0,0.49,7.4,0.036,0.36
130.0,0.41,6.1,0.09,0.17
85.0,0.42,5.5,0.032,0.28
110.0,0.78,6.6,0.029,0.5
160.0,0.36,7.1,0.057,0.44
166.0,0.72,6.9,0.062,0.38
160.0,0.36,7.1,0.057,0.44
133.0,0.37,6.2,0.049,0.24
162.0,0.51,6.1,0.048,0.28
76.0,0.46,7.6,0.048,0.26
163.0,0.82,7.5,0.043,0.16
107.0,0.39,6.5,0.054,0.36
82.0,0.38,6.6,0.06,0.35
120.0,0.45,5.7,0.049,0.25
134.0,0.46,7.4,0.05,0.37
108.0,0.59,5.7,0.044,0.25
110.0,0.57,5.8,0.044,0.23
91.0,0.38,5.4,0.052,0.265
116.0,0.5,5.7,0.05,0.25
106.0,0.45,5.7,0.049,0.25
142.0,0.53,5.9,0.046,0.23
185.0,0.44,6.2,0.052,0.3
96.0,0.3,6.5,0.048,0.33
73.0,0.45,7.4,0.048,0.26
93.0,0.38,7.0,0.058,0.2
101.0,0.38,6.5,0.059,0.21
79.0,0.46,7.3,0.047,0.25
127.0,0.49,6.8,0.098,0.27
179.0,0.46,6.7,0.07,0.24
82.0,0.36,6.4,0.057,0.14
112.0,0.4,6.4,0.059,0.5
103.0,0.41,6.6,0.11,0.41
98.0,0.58,6.4,0.03,0.25
103.0,0.41,6.6,0.11,0.41
136.0,0.55,8.0,0.054,0.25
82.0,0.36,6.4,0.057,0.14
140.0,0.38,6.6,0.046,0.21
112.0,0.4,6.4,0.059,0.5
99.0,0.38,6.3,0.037,0.29
166.0,0.42,6.9,0.057,0.37
166.0,0.42,6.9,0.057,0.37
86.0,0.38,5.7,0.03,0.31
80.0,0.36,6.9,0.035,0.45
122.0,0.47,6.9,0.039,0.3
141.0,0.62,5.3,0.041,0.23
150.0,0.38,6.8,0.037,0.3
105.0,0.38,6.7,0.035,0.28
153.0,0.76,5.0,0.043,0.255
193.0,0.38,7.6,0.053,0.4
75.0,0.56,5.5,0.04,0.21
95.0,0.56,6.0,0.041,0.2
92.0,0.57,6.1,0.041,0.17
107.0,0.45,7.5,0.046,0.21
94.0,0.45,7.3,0.041,0.26
158.0,0.5,6.2,0.069,0.35
158.0,0.5,6.2,0.069,0.35
143.0,0.34,6.5,0.046,0.43
147.0,0.31,6.5,0.046,0.4
122.0,0.44,7.4,0.049,0.28
151.0,0.6,6.3,0.054,0.23
171.0,0.56,6.2,0.059,0.34
75.0,0.63,6.6,0.095,0.44
72.0,0.5,6.0,0.052,0.13
147.0,0.54,6.3,0.048,0.17
147.0,0.54,6.3,0.047,0.18
215.0,0.56,6.7,0.059,0.31
227.0,0.56,6.6,0.054,0.33
68.0,0.29,6.3,0.02,0.34
130.0,0.62,6.8,0.032,0.29
206.0,0.36,7.4,0.048,0.31
206.0,0.36,7.4,0.048,0.31
120.0,0.31,5.7,0.04,0.25
89.0,0.34,6.8,0.038,0.27
132.0,0.73,5.9,0.046,0.26
128.0,0.48,5.9,0.035,0.65
206.0,0.36,7.4,0.048,0.31
72.0,0.39,6.6,0.041,0.23
143.0,0.54,6.8,0.054,0.18
149.0,0.58,6.8,0.052,0.28
149.0,0.58,6.8,0.052,0.28
136.0,0.53,5.9,0.051,0.27
131.0,0.35,6.1,0.055,0.25
149.0,0.58,6.8,0.052,0.28
160.0,0.58,6.8,0.052,0.26
115.5,0.41,7.1,0.064,0.13
143.0,0.54,6.8,0.054,0.18
120.0,0.53,6.2,0.055,0.2
76.0,0.29,5.8,0.038,0.24
194.0,0.61,7.6,0.046,0.48
193.0,0.67,7.4,0.032,0.26
120.0,0.53,6.2,0.055,0.2
187.0,0.45,6.1,0.049,0.3
186.0,0.45,6.2,0.048,0.32
187.0,0.45,6.1,0.049,0.3
186.0,0.44,6.3,0.047,0.34
168.0,0.44,7.4,0.056,0.16
168.0,0.44,7.4,0.056,0.16
168.0,0.44,7.4,0.056,0.16
168.0,0.44,7.4,0.056,0.16
168.0,0.44,7.4,0.056,0.16
168.0,0.44,7.4,0.056,0.16
120.0,0.46,7.2,0.061,0.26
119.0,0.5,7.0,0.063,0.31
83.0,0.48,6.6,0.05,0.22
158.0,0.37,5.8,0.044,0.23
118.0,0.4,6.3,0.04,0.17
104.0,0.41,6.0,0.039,0.19
123.0,0.36,6.7,0.035,0.21
168.0,0.44,7.4,0.056,0.16
101.0,0.66,6.6,0.04,0.22
169.0,0.57,6.8,0.06,0.34
99.0,0.5,7.1,0.174,0.34
179.0,0.58,6.3,0.05,0.24
157.0,0.54,6.9,0.048,0.35
161.0,0.69,6.8,0.049,0.24
113.0,0.66,6.4,0.037,0.25
133.0,0.42,5.8,0.038,0.19
198.0,0.69,6.9,0.052,0.24
123.0,0.5,6.5,0.053,0.31
68.0,0.52,6.6,0.039,0.25
170.0,0.65,7.5,0.055,0.38
82.0,0.61,6.2,0.041,0.3
81.0,0.64,6.4,0.04,0.33
198.0,0.69,6.9,0.052,0.24
72.0,0.68,7.6,0.043,0.27
108.0,0.5,5.9,0.037,0.24
119.0,0.62,5.3,0.048,0.33
105.0,0.46,6.4,0.097,0.21
63.0,0.33,7.0,0.04,0.22
140.0,0.45,7.8,0.05,0.27
100.0,0.33,6.7,0.044,0.2
100.0,0.44,8.1,0.045,0.27
100.0,0.33,6.7,0.044,0.2
87.0,0.38,7.1,0.04,0.45
68.0,0.35,5.8,0.036,0.22
149.0,0.53,6.3,0.053,0.3
139.0,0.45,7.9,0.049,0.36
100.0,0.44,8.1,0.045,0.27
101.0,0.43,8.0,0.044,0.24
85.0,0.34,6.7,0.033,0.41
113.0,0.46,6.7,0.044,0.24
183.0,0.43,6.2,0.054,0.3
139.0,0.5,6.9,0.044,0.26
85.0,0.34,6.7,0.033,0.41
144.0,0.41,5.9,0.05,0.32
107.0,0.56,6.1,0.036,0.25
89.0,0.51,5.6,0.023,0.23
102.0,0.6,6.6,0.024,0.23
134.0,0.54,6.0,0.05,0.17
193.0,0.49,7.1,0.041,0.38
