total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity,type_encoded
89.0,0.48,5.7,0.036,0.16,1
123.0,0.52,7.0,0.037,0.21,1
127.0,0.3,6.4,0.044,0.22,1
126.0,0.37,7.9,0.027,0.34,1
127.0,0.3,6.4,0.044,0.22,1
121.0,0.53,6.8,0.032,0.21,1
145.0,0.31,5.2,0.031,0.31,1
126.0,0.37,7.9,0.027,0.34,1
97.0,0.38,5.6,0.022,0.42,1
127.0,0.3,6.4,0.044,0.22,1
177.0,0.43,6.8,0.035,0.28,1
156.0,0.4,6.8,0.033,0.45,1
98.0,0.8,6.6,0.031,0.29,1
126.0,0.87,6.8,0.045,0.21,1
164.0,0.58,6.8,0.045,0.25,1
142.0,0.38,6.4,0.04,0.21,1
106.0,0.52,5.8,0.053,0.33,1
154.0,0.33,8.2,0.043,0.3,1
131.0,0.35,6.4,0.041,0.24,1
158.0,0.38,7.5,0.041,0.18,1
74.0,0.48,5.2,0.033,0.335,1
54.0,0.64,7.1,0.104,0.14,1
111.0,0.45,7.2,0.044,0.13,1
106.0,0.52,5.8,0.053,0.33,1
111.0,0.44,6.5,0.142,0.29,1
92.0,0.53,6.2,0.036,0.35,1
76.0,0.57,9.0,0.102,0.38,1
74.0,0.57,6.6,0.034,0.24,1
115.0,0.68,6.6,0.037,0.16,1
154.0,0.33,8.2,0.043,0.3,1
151.0,0.27,5.7,0.045,0.15,1
86.0,0.39,6.6,0.041,0.33,1
125.0,0.5,5.7,0.046,0.2,1
192.0,0.52,6.8,0.055,0.27,1
200.0,0.49,6.8,0.054,0.27,1
119.0,0.6,6.2,0.047,0.2,1
150.0,0.43,6.7,0.056,0.13,1
107.0,0.82,6.8,0.038,0.21,1
79.0,0.34,6.7,0.038,0.31,1
93.0,0.34,6.2,0.035,0.2,1
141.0,0.47,6.6,0.054,0.25,1
151.0,0.27,5.7,0.045,0.15,1
141.0,0.33,6.9,0.035,0.22,1
147.0,0.4,6.4,0.039,0.23,1
115.0,0.37,7.6,0.059,0.27,1
99.0,0.4,6.6,0.034,0.34,1
113.0,0.52,6.4,0.036,0.16,1
113.0,0.46,5.8,0.036,0.3,1
109.0,0.62,7.0,0.036,0.29,1
99.0,0.4,6.6,0.034,0.34,1
86.0,0.22,6.7,0.02,0.21,1
115.0,0.37,7.6,0.059,0.27,1
116.0,0.46,6.8,0.034,0.22,1
139.0,0.38,7.7,0.037,0.27,1
147.0,0.4,6.4,0.039,0.25,1
147.0,0.4,6.4,0.039,0.23,1
131.0,0.54,6.7,0.043,0.13,1
173.0,0.53,6.7,0.043,0.24,1
105.0,0.33,7.1,0.025,0.26,1
100.0,0.36,5.3,0.029,0.3,1
201.0,0.5,7.1,0.042,0.38,1
193.0,0.5,7.4,0.045,0.19,1
193.0,0.5,7.4,0.045,0.19,1
193.0,0.5,7.4,0.045,0.19,1
193.0,0.5,7.4,0.045,0.19,1
193.0,0.5,7.4,0.045,0.19,1
193.0,0.5,7.4,0.045,0.19,1
101.0,0.42,6.3,0.03,0.32,1
193.0,0.5,7.6,0.047,0.19,1
92.0,0.62,6.5,0.03,0.26,1
247.0,0.44,5.9,0.035,0.24,1
157.0,0.44,4.2,0.041,0.215,1
105.0,0.42,8.1,0.03,0.24,1
154.0,0.39,5.8,0.043,0.23,1
126.0,0.53,7.5,0.051,0.33,1
214.0,0.56,6.6,0.061,0.38,1
115.0,0.38,6.4,0.044,0.15,1
91.0,0.6,6.5,0.044,0.32,1
100.0,0.6,7.5,0.045,0.22,1
118.0,0.53,6.4,0.038,0.23,1
129.0,0.59,6.1,0.039,0.22,1
99.0,0.47,6.5,0.043,0.48,1
154.0,0.49,6.6,0.06,0.23,1
125.0,0.44,6.4,0.057,0.16,1
214.0,0.56,6.6,0.061,0.38,1
140.0,0.47,7.4,0.065,0.16,1
115.0,0.38,6.4,0.044,0.15,1
127.0,0.52,6.5,0.051,0.32,1
125.0,0.67,6.7,0.039,0.12,1
168.0,0.45,6.6,0.184,0.2,1
103.0,0.23,8.0,0.035,0.34,1
121.0,0.65,6.8,0.046,0.21,1
122.0,0.64,6.8,0.047,0.23,1
121.0,0.65,6.8,0.046,0.21,1
168.0,0.45,6.6,0.184,0.2,1
196.0,0.48,6.6,0.044,0.28,1
80.0,0.38,7.8,0.043,0.25,1
73.0,0.32,5.6,0.044,0.12,1
194.0,0.48,6.6,0.046,0.28,1
84.0,0.57,6.8,0.04,0.17,1
113.0,0.56,7.3,0.043,0.25,1
194.0,0.48,6.6,0.046,0.28,1
196.0,0.48,6.6,0.044,0.28,1
184.0,0.45,6.5,0.047,0.25,1
109.0,0.44,6.3,0.039,0.24,1
105.0,0.34,6.8,0.029,0.32,1
80.0,0.38,7.8,0.043,0.25,1
73.0,0.32,5.6,0.044,0.12,1
91.0,0.32,6.6,0.032,0.24,1
93.0,0.36,6.3,0.032,0.22,1
142.0,0.42,6.0,0.033,0.32,1
96.0,0.54,6.3,0.022,0.19,1
142.0,0.42,6.0,0.033,0.32,1
208.0,0.38,9.4,0.037,0.24,1
124.0,0.43,6.4,0.039,0.35,1
96.0,0.44,6.7,0.039,0.46,1
142.0,0.46,6.3,0.048,0.3,1
152.0,0.59,6.0,0.047,0.19,1
95.0,0.64,5.9,0.032,0.24,1
64.0,0.37,7.3,0.042,0.145,1
243.0,0.54,6.6,0.058,0.435,1
74.0,0.49,5.8,0.036,0.18,1
96.0,0.48,5.8,0.036,0.18,1
105.0,0.47,5.6,0.043,0.32,1
105.0,0.75,6.6,0.042,0.16,1
148.0,0.49,5.1,0.047,0.21,1
124.0,0.54,7.5,0.05,0.29,1
80.0,0.5,6.0,0.04,0.26,1
105.0,0.52,5.7,0.039,0.26,1
103.0,0.5,7.1,0.037,0.17,1
117.0,0.51,6.9,0.047,0.17,1
126.0,0.38,6.8,0.035,0.25,1
178.0,0.42,6.6,0.042,0.17,1
70.0,0.68,5.8,0.036,0.17,1
122.0,0.42,6.4,0.038,0.24,1
112.0,0.5,6.7,0.049,0.21,1
176.0,0.52,6.7,0.048,0.23,1
159.0,0.52,6.8,0.046,0.23,1
151.0,0.41,6.5,0.059,0.22,1
146.0,0.55,5.1,0.047,0.165,1
87.0,0.41,6.6,0.034,0.425,1
189.0,0.6,6.9,0.048,0.38,1
189.0,0.6,6.9,0.048,0.38,1
189.0,0.6,6.9,0.048,0.38,1
41.0,0.39,7.2,0.046,0.27,1
98.0,0.47,7.6,0.05,0.17,1
125.0,0.54,6.2,0.048,0.3,1
98.0,0.47,7.6,0.05,0.17,1
104.0,0.42,6.5,0.059,0.26,1
189.0,0.6,6.9,0.048,0.36,1
189.0,0.6,6.9,0.048,0.38,1
188.0,0.51,6.8,0.058,0.18,1
185.0,0.5,6.7,0.057,0.18,1
157.0,0.52,6.6,0.055,0.16,1
41.0,0.39,7.2,0.046,0.27,1
101.0,0.5,6.4,0.047,0.17,1
132.0,0.59,7.2,0.06,0.22,1
90.0,0.38,6.0,0.034,0.22,1
81.0,0.39,6.7,0.034,0.36,1
87.0,0.38,6.5,0.032,0.43,1
132.0,0.57,5.9,0.038,0.2,1
119.0,0.53,5.3,0.026,0.32,1
136.0,0.37,6.8,0.048,0.2,1
97.0,0.42,6.0,0.033,0.22,1
81.0,0.39,6.7,0.034,0.36,1
87.0,0.38,6.5,0.032,0.43,1
72.0,0.53,7.1,0.033,0.18,1
101.0,0.5,6.4,0.047,0.17,1
132.0,0.59,7.2,0.06,0.22,1
90.0,0.38,6.0,0.034,0.22,1
67.0,0.38,6.0,0.033,0.2,1
76.0,0.49,7.6,0.033,0.2,1
111.0,0.42,6.2,0.032,0.3,1
114.0,0.43,6.0,0.033,0.29,1
161.0,0.45,6.6,0.041,0.18,1
117.0,0.55,7.0,0.039,0.22,1
114.0,0.43,6.0,0.033,0.29,1
111.0,0.42,6.2,0.032,0.3,1
139.0,0.5,5.6,0.051,0.15,1
121.0,0.43,6.9,0.034,0.28,1
135.0,0.44,5.9,0.045,0.19,1
132.0,0.53,7.8,0.047,0.22,1
161.0,0.45,6.6,0.041,0.18,1
189.0,0.55,7.0,0.05,0.4,1
140.0,0.42,6.1,0.03,0.28,1
221.0,0.43,7.6,0.046,0.36,1
121.0,0.48,6.5,0.04,0.28,1
125.0,0.44,6.9,0.045,0.19,1
121.0,0.48,6.5,0.04,0.28,1
156.0,0.55,6.4,0.046,0.22,1
179.0,0.56,6.8,0.044,0.23,1
126.0,0.45,6.4,0.037,0.32,1
140.0,0.42,6.1,0.03,0.28,1
221.0,0.43,7.6,0.046,0.36,1
80.0,0.54,8.8,0.096,0.39,1
77.0,0.55,6.6,0.026,0.24,1
112.0,0.37,6.9,0.026,0.29,1
113.0,0.38,6.9,0.026,0.28,1
91.0,0.37,6.7,0.036,0.38,1
115.0,0.42,8.0,0.03,0.28,1
188.0,0.53,6.5,0.048,0.25,1
186.0,0.54,6.6,0.047,0.26,1
138.0,0.47,7.4,0.032,0.29,1
189.0,0.47,6.3,0.042,0.19,1
183.0,0.65,6.1,0.052,0.33,1
95.0,0.49,5.6,0.037,0.32,1
143.0,0.51,7.7,0.054,0.46,1
120.0,0.47,8.8,0.028,0.19,1
143.0,0.51,7.7,0.054,0.46,1
99.0,0.49,8.8,0.024,0.27,1
94.0,0.52,5.8,0.034,0.18,1
119.0,0.5,5.8,0.037,0.15,1
95.0,0.49,5.6,0.037,0.32,1
183.0,0.65,6.1,0.052,0.33,1
192.0,0.49,7.1,0.041,0.32,1
111.0,0.43,6.2,0.051,0.23,1
148.0,0.45,8.9,0.032,0.3,1
127.0,0.57,6.0,0.036,0.14,1
157.0,0.51,6.8,0.042,0.24,1
195.0,0.75,6.7,0.05,0.21,1
148.0,0.45,8.9,0.032,0.3,1
163.0,0.43,6.1,0.031,0.3,1
214.0,0.51,7.2,0.032,0.37,1
76.0,0.6,6.7,0.03,0.64,1
214.0,0.51,7.2,0.032,0.37,1
163.0,0.43,6.1,0.031,0.3,1
145.0,0.44,7.6,0.06,0.28,1
81.0,0.56,6.3,0.059,0.29,1
105.0,0.64,6.2,0.026,0.28,1
156.0,0.78,7.1,0.051,0.18,1
122.0,0.71,6.4,0.034,0.32,1
156.0,0.78,7.1,0.047,0.17,1
156.0,0.78,7.1,0.047,0.17,1
162.0,0.5,5.8,0.039,0.24,1
122.0,0.71,6.4,0.034,0.32,1
156.0,0.78,7.1,0.051,0.18,1
156.0,0.78,7.1,0.047,0.17,1
158.0,0.77,7.1,0.047,0.18,1
117.0,0.35,7.8,0.044,0.29,1
86.0,0.59,6.2,0.037,0.255,1
92.0,0.39,8.2,0.076,0.34,1
83.0,0.33,6.5,0.034,0.24,1
97.0,0.85,6.9,0.041,0.24,1
113.0,0.45,6.7,0.052,0.4,1
224.0,0.53,6.7,0.057,0.3,1
113.0,0.45,6.7,0.052,0.4,1
106.0,0.66,6.8,0.04,0.17,1
111.0,0.53,7.1,0.04,0.25,1
97.0,0.33,5.9,0.035,0.27,1
106.0,0.32,6.0,0.042,0.16,1
224.0,0.53,6.7,0.057,0.3,1
128.0,0.71,6.6,0.033,0.15,1
178.0,0.44,7.3,0.057,0.34,1
98.0,0.36,6.0,0.044,0.17,1
134.0,0.46,6.7,0.034,0.47,1
128.0,0.71,6.6,0.033,0.15,1
106.0,0.43,6.6,0.029,0.21,1
106.0,0.43,6.6,0.029,0.21,1
134.0,0.7,8.0,0.047,0.24,1
89.0,0.49,5.6,0.038,0.34,1
107.0,0.35,5.8,0.033,0.54,1
86.0,0.38,7.3,0.031,0.23,1
172.0,0.52,6.0,0.042,0.39,1
145.0,0.41,6.1,0.037,0.105,1
123.0,0.78,5.8,0.027,0.32,1
143.0,0.3,7.6,0.056,0.22,1
103.0,0.56,6.8,0.055,0.19,1
179.0,0.59,6.7,0.042,0.24,1
111.0,0.45,6.8,0.04,0.17,1
106.0,0.39,6.2,0.035,0.3,1
171.0,0.51,6.9,0.046,0.29,1
108.0,0.45,6.8,0.04,0.19,1
111.0,0.45,6.8,0.04,0.17,1
219.0,0.45,6.6,0.047,0.24,1
93.0,0.34,6.6,0.031,0.16,1
143.0,0.3,7.6,0.056,0.22,1
179.0,0.59,6.7,0.042,0.24,1
103.0,0.56,6.8,0.055,0.19,1
131.0,0.59,6.7,0.045,0.16,1
97.0,0.6,6.5,0.038,0.3,1
191.0,0.5,6.5,0.064,0.22,1
184.0,0.56,6.2,0.06,0.36,1
86.0,0.26,6.2,0.032,0.37,1
150.0,0.44,7.6,0.037,0.31,1
184.0,0.56,6.2,0.06,0.36,1
94.0,0.57,5.9,0.039,0.32,1
97.0,0.6,6.5,0.038,0.3,1
131.0,0.45,5.8,0.047,0.22,1
102.0,0.27,5.4,0.033,0.45,1
88.0,0.27,6.1,0.035,0.36,1
86.0,0.26,6.2,0.032,0.37,1
113.0,0.52,7.5,0.056,0.21,1
98.0,0.39,6.9,0.039,0.28,1
191.0,0.5,6.5,0.064,0.22,1
83.0,0.46,7.8,0.036,0.2,1
81.0,0.47,6.7,0.041,0.28,1
150.0,0.44,7.6,0.037,0.31,1
111.0,0.32,8.0,0.057,0.2,1
134.0,0.44,6.0,0.036,0.28,1
134.0,0.44,6.0,0.036,0.28,1
123.0,0.52,6.7,0.042,0.24,1
102.0,0.37,6.3,0.042,0.22,1
134.0,0.54,6.0,0.038,0.24,1
164.0,0.5,7.7,0.032,0.43,1
141.0,0.53,6.4,0.052,0.3,1
124.0,0.4,6.1,0.036,0.33,1
134.0,0.44,6.0,0.036,0.28,1
123.0,0.52,6.7,0.042,0.24,1
181.0,0.57,6.7,0.054,0.29,1
93.0,0.48,6.9,0.04,0.33,1
133.0,0.64,6.5,0.029,0.16,1
118.0,0.68,6.0,0.031,0.2,1
155.0,0.57,7.5,0.042,0.33,1
115.0,0.44,7.1,0.036,0.36,1
181.0,0.57,6.7,0.054,0.29,1
179.0,0.55,6.4,0.046,0.26,1
167.0,0.56,7.0,0.041,0.22,1
90.0,0.51,6.5,0.046,0.19,1
117.0,0.68,6.3,0.043,0.21,1
63.0,0.43,7.9,0.032,0.35,1
95.0,0.41,7.7,0.03,0.38,1
87.0,0.62,6.8,0.031,0.19,1
171.0,0.53,7.2,0.044,0.33,1
102.0,0.42,6.6,0.036,0.29,1
131.0,0.52,7.5,0.05,0.2,1
132.0,0.43,6.9,0.038,0.33,1
207.0,0.3,6.0,0.048,0.23,1
152.0,0.5,5.9,0.038,0.23,1
178.0,0.46,6.6,0.048,0.32,1
207.0,0.3,6.0,0.048,0.23,1
132.0,0.4,5.3,0.028,0.36,1
132.0,0.4,5.3,0.028,0.36,1
128.0,0.35,8.9,0.024,0.27,1
146.0,0.32,7.6,0.053,0.23,1
50.0,0.25,6.9,0.036,0.75,1
134.0,0.38,7.1,0.034,0.35,1
178.0,0.53,7.2,0.046,0.31,1
179.0,0.48,6.4,0.048,0.28,1
85.0,0.78,7.2,0.036,0.23,1
136.0,0.37,6.6,0.045,0.22,1
178.0,0.53,7.2,0.046,0.31,1
179.0,0.48,6.4,0.048,0.28,1
92.0,0.39,7.2,0.032,0.24,1
105.0,0.51,6.2,0.146,0.27,1
128.0,0.44,6.5,0.029,0.28,1
80.0,0.33,7.2,0.031,0.27,1
99.0,0.37,7.8,0.024,0.28,1
123.0,0.33,8.1,0.03,0.26,1
153.0,0.48,6.6,0.036,0.23,1
159.0,0.53,6.0,0.031,0.33,1
159.0,0.53,6.0,0.031,0.33,1
237.0,0.48,7.3,0.039,0.2,1
153.0,0.48,6.6,0.036,0.23,1
237.0,0.48,7.3,0.039,0.2,1
142.0,0.45,6.2,0.029,0.47,1
159.0,0.53,6.0,0.031,0.33,1
116.0,0.67,7.2,0.022,0.14,1
110.0,0.48,5.7,0.044,0.22,1
110.0,0.48,5.7,0.044,0.22,1
110.0,0.48,5.7,0.044,0.22,1
87.0,0.36,8.1,0.023,0.2,1
123.0,0.6,5.8,0.042,0.14,1
112.0,0.48,4.8,0.037,0.21,1
87.0,0.36,8.1,0.023,0.2,1
110.0,0.48,5.7,0.044,0.22,1
34.0,0.36,7.5,0.031,0.34,1
78.0,0.62,6.6,0.032,0.64,1
86.0,0.35,7.0,0.05,0.48,1
162.0,0.33,7.6,0.028,0.37,1
86.0,0.35,7.0,0.05,0.48,1
78.0,0.62,6.6,0.032,0.64,1
85.0,0.36,8.0,0.036,0.25,1
112.0,0.41,7.6,0.029,0.38,1
80.0,0.39,6.9,0.031,0.26,1
93.0,0.72,7.8,0.035,0.15,1
85.0,0.36,8.0,0.036,0.25,1
80.0,0.39,6.9,0.031,0.26,1
31.0,0.51,5.9,0.033,0.655,1
112.0,0.41,7.6,0.029,0.38,1
87.0,0.48,7.8,0.027,0.31,1
119.0,0.52,8.1,0.036,0.17,1
112.0,0.45,6.8,0.027,0.18,1
161.0,0.56,7.4,0.048,0.28,1
120.0,0.59,7.3,0.035,0.23,1
124.0,0.37,6.7,0.038,0.22,1
78.0,0.37,7.4,0.028,0.25,1
143.0,0.35,7.5,0.026,0.3,1
130.0,0.49,7.2,0.023,0.26,1
76.0,0.46,6.3,0.037,0.32,1
102.0,0.53,7.7,0.041,0.24,1
78.0,0.37,7.4,0.028,0.25,1
104.0,0.37,7.0,0.032,0.24,1
158.0,0.44,5.8,0.044,0.28,1
114.0,0.5,6.8,0.042,0.19,1
114.0,0.5,6.8,0.042,0.19,1
114.0,0.5,6.8,0.042,0.19,1
107.0,0.68,6.6,0.037,0.19,1
186.0,0.45,6.4,0.053,0.28,1
158.0,0.44,5.6,0.043,0.28,1
158.0,0.44,5.6,0.044,0.28,1
107.0,0.44,6.8,0.049,0.19,1
123.0,0.4,7.2,0.031,0.16,1
108.0,0.52,6.6,0.034,0.17,1
137.0,0.37,6.6,0.042,0.19,1
169.0,0.56,5.8,0.033,0.2,1
226.0,0.57,6.6,0.053,0.39,1
88.0,0.35,6.8,0.049,0.12,1
140.0,0.61,6.6,0.039,0.295,1
137.0,0.6,6.6,0.038,0.26,1
122.0,0.6,7.0,0.027,0.32,1
69.0,0.36,7.4,0.017,0.36,1
167.0,0.47,6.7,0.056,0.35,1
151.0,0.6,6.4,0.047,0.38,1
90.0,0.54,6.8,0.047,0.14,1
149.0,0.46,7.0,0.044,0.16,1
149.0,0.46,7.0,0.044,0.16,1
167.0,0.47,6.7,0.056,0.35,1
90.0,0.54,6.8,0.047,0.14,1
114.0,0.55,6.8,0.046,0.16,1
149.0,0.46,7.0,0.044,0.16,1
151.0,0.6,6.4,0.047,0.38,1
95.0,0.36,7.2,0.037,0.24,1
188.0,0.54,7.7,0.041,0.32,1
117.0,0.5,7.0,0.041,0.29,1
118.0,0.56,7.1,0.044,0.27,1
122.0,0.42,6.8,0.031,0.45,1
168.0,0.75,6.3,0.04,0.2,1
118.0,0.56,7.1,0.044,0.27,1
95.0,0.36,7.2,0.037,0.24,1
122.0,0.42,6.8,0.031,0.45,1
93.0,0.27,6.6,0.029,0.36,1
188.0,0.54,7.7,0.041,0.32,1
117.0,0.5,7.0,0.041,0.29,1
183.0,0.43,6.4,0.117,0.37,1
181.0,0.43,6.4,0.117,0.38,1
172.0,0.43,6.4,0.118,0.36,1
124.0,0.38,6.6,0.036,0.3,1
124.0,0.38,6.6,0.036,0.3,1
125.0,0.47,6.5,0.045,0.21,1
124.0,0.38,6.6,0.036,0.3,1
156.0,0.38,7.6,0.021,0.31,1
96.0,0.38,5.8,0.02,0.58,1
66.0,0.75,6.5,0.02,0.26,1
127.0,0.49,8.7,0.018,0.3,1
89.0,0.66,6.4,0.014,0.29,1
99.0,0.44,6.7,0.017,0.13,1
130.0,0.56,6.8,0.047,0.19,1
152.0,0.88,6.0,0.052,0.25,1
152.0,0.88,6.0,0.052,0.25,1
130.0,0.56,6.8,0.047,0.19,1
133.0,0.54,6.4,0.046,0.24,1
139.0,0.44,5.9,0.039,0.18,1
73.0,0.52,7.2,0.031,0.33,1
95.0,0.66,6.4,0.037,0.29,1
138.0,0.37,7.3,0.032,0.31,1
126.0,0.47,7.0,0.035,0.29,1
122.0,0.59,6.9,0.037,0.19,1
190.0,0.48,6.3,0.06,0.32,1
109.0,0.61,6.6,0.036,0.085,1
190.0,0.48,6.3,0.06,0.32,1
109.0,0.44,6.8,0.047,0.18,1
130.0,0.27,6.8,0.038,0.52,1
191.0,0.46,7.1,0.03,0.28,1
128.0,0.34,5.7,0.035,0.15,1
149.0,0.42,5.8,0.043,0.275,1
128.0,0.53,5.4,0.036,0.53,1
115.0,0.57,5.8,0.032,0.32,1
152.0,0.47,6.7,0.049,0.22,1
76.0,0.48,6.1,0.05,0.6,1
145.0,0.54,6.5,0.034,0.26,1
155.0,0.34,5.0,0.035,0.29,1
128.0,0.53,5.4,0.036,0.53,1
152.0,0.56,6.8,0.038,0.21,1
115.0,0.57,5.8,0.032,0.32,1
82.0,0.36,6.5,0.03,0.27,1
102.0,0.55,5.9,0.029,0.37,1
155.0,0.52,6.2,0.044,0.21,1
95.0,0.32,6.8,0.025,0.3,1
74.0,0.35,7.3,0.032,0.41,1
93.0,0.4,5.4,0.029,0.3,1
112.0,0.55,6.6,0.053,0.34,1
166.0,0.43,5.6,0.049,0.25,1
93.0,0.4,5.3,0.029,0.3,1
169.0,0.44,6.9,0.032,0.58,1
111.0,0.51,7.2,0.085,0.23,1
105.0,0.37,7.1,0.037,0.2,1
183.0,0.78,6.8,0.044,0.15,1
122.0,0.34,7.0,0.027,0.22,1
122.0,0.75,6.4,0.051,0.16,1
183.0,0.78,6.8,0.044,0.15,1
122.0,0.63,6.8,0.028,0.31,1
183.0,0.78,6.8,0.044,0.15,1
177.0,0.5,7.6,0.087,0.3,1
98.0,0.34,6.0,0.03,0.16,1
186.0,0.56,7.1,0.04,0.21,1
122.0,0.34,7.0,0.027,0.22,1
150.0,0.31,5.6,0.027,0.21,1
112.0,0.41,7.4,0.027,0.22,1
105.0,0.37,7.1,0.037,0.2,1
122.0,0.63,6.8,0.028,0.31,1
111.0,0.51,7.2,0.085,0.23,1
146.0,0.68,6.4,0.053,0.15,1
122.0,0.75,6.4,0.051,0.16,1
182.0,0.78,6.8,0.044,0.15,1
96.0,0.74,6.3,0.036,0.22,1
177.0,0.5,7.6,0.087,0.3,1
145.0,0.52,7.0,0.076,0.3,1
139.0,0.5,6.6,0.05,0.26,1
180.0,0.53,7.5,0.05,0.24,1
180.0,0.53,7.5,0.05,0.24,1
180.0,0.53,7.5,0.05,0.24,1
180.0,0.53,7.5,0.05,0.24,1
79.0,0.5,6.6,0.037,0.15,1
114.0,0.44,6.7,0.041,0.34,1
183.0,0.47,7.7,0.088,0.35,1
141.0,0.44,6.7,0.039,0.31,1
9.0,0.34,4.7,0.02,0.67,1
180.0,0.53,7.5,0.05,0.24,1
159.0,0.54,6.3,0.045,0.2,1
190.0,0.51,6.6,0.049,0.28,1
95.0,0.36,8.5,0.028,0.18,1
196.0,0.48,6.5,0.036,0.35,1
182.0,0.35,6.8,0.041,0.22,1
119.0,0.52,6.3,0.053,0.18,1
139.0,0.5,6.6,0.05,0.26,1
200.0,0.48,6.6,0.038,0.3,1
152.0,0.6,6.3,0.024,0.34,1
138.0,0.62,7.7,0.068,0.3,1
134.0,0.62,7.7,0.069,0.31,1
150.0,0.44,5.7,0.036,0.265,1
122.0,0.66,5.4,0.051,0.255,1
121.0,0.34,6.6,0.028,0.26,1
111.0,0.34,4.8,0.03,0.17,1
150.0,0.44,5.7,0.036,0.265,1
75.0,0.41,6.2,0.028,0.2,1
126.0,0.45,7.5,0.044,0.28,1
184.0,0.53,6.2,0.035,0.22,1
166.0,0.35,7.0,0.041,0.34,1
126.0,0.45,7.5,0.044,0.28,1
116.0,0.68,6.5,0.029,0.19,1
125.0,0.45,6.0,0.042,0.21,1
74.0,0.33,6.1,0.16,0.22,1
88.0,0.79,6.5,0.026,0.32,1
120.0,0.51,7.1,0.167,0.21,1
135.0,0.35,5.6,0.034,0.26,1
149.0,0.39,7.0,0.051,0.15,1
149.0,0.39,7.0,0.051,0.15,1
149.0,0.39,7.0,0.051,0.15,1
149.0,0.39,7.0,0.051,0.15,1
149.0,0.39,7.0,0.051,0.15,1
149.0,0.39,7.0,0.051,0.15,1
149.0,0.39,7.0,0.051,0.15,1
121.0,0.4,7.4,0.04,0.27,1
194.0,0.42,6.8,0.07,0.22,1
134.0,0.51,6.2,0.055,0.24,1
143.0,0.59,6.3,0.051,0.28,1
149.0,0.39,7.0,0.051,0.15,1
108.0,0.5,5.5,0.039,0.17,1
184.0,0.46,6.5,0.04,0.26,1
183.0,0.46,6.6,0.042,0.27,1
130.0,0.77,5.4,0.026,0.46,1
124.0,0.39,7.8,0.015,0.19,1
108.0,0.5,5.5,0.039,0.17,1
184.0,0.46,6.5,0.04,0.26,1
183.0,0.46,6.6,0.042,0.27,1
124.0,0.39,7.8,0.015,0.19,1
101.0,0.39,7.8,0.016,0.2,1
98.0,0.37,6.1,0.028,0.17,1
40.0,0.52,7.4,0.025,0.2,1
80.0,0.37,6.7,0.017,0.39,1
130.0,0.77,5.4,0.026,0.46,1
186.0,0.49,6.9,0.033,0.4,1
186.0,0.49,6.9,0.033,0.4,1
186.0,0.49,6.9,0.033,0.4,1
134.0,0.38,6.3,0.035,0.24,1
186.0,0.49,6.9,0.033,0.4,1
143.0,0.65,7.4,0.014,0.27,1
125.0,0.42,6.1,0.042,0.27,1
134.0,0.38,6.3,0.035,0.24,1
100.0,0.37,5.0,0.009,0.61,1
248.0,0.58,6.7,0.04,0.42,1
103.0,0.32,6.5,0.018,0.33,1
135.0,0.57,6.9,0.04,0.33,1
103.0,0.32,6.5,0.018,0.33,1
100.0,0.57,6.3,0.022,0.15,1
97.0,0.7,6.5,0.022,0.32,1
248.0,0.58,6.7,0.04,0.42,1
113.0,0.29,7.4,0.02,0.25,1
96.0,0.29,7.6,0.018,0.27,1
196.0,0.48,6.4,0.05,0.27,1
140.0,0.49,6.5,0.064,0.25,1
100.0,0.4,5.6,0.027,0.19,1
182.0,0.34,7.4,0.037,0.29,1
201.0,0.48,6.4,0.043,0.34,1
202.0,0.48,6.6,0.044,0.27,1
191.0,0.47,6.6,0.047,0.26,1
196.0,0.48,6.4,0.05,0.27,1
197.0,0.47,6.5,0.051,0.26,1
133.0,0.58,6.8,0.043,0.25,1
170.0,0.55,6.3,0.049,0.32,1
113.0,0.48,5.5,0.046,0.24,1
140.0,0.49,6.5,0.064,0.25,1
95.0,0.39,6.6,0.056,0.13,1
91.0,0.47,7.0,0.098,0.39,1
138.0,0.52,7.9,0.057,0.21,1
177.0,0.57,7.0,0.042,0.3,1
49.0,0.73,8.1,0.036,0.2,1
57.0,0.51,8.3,0.033,0.18,1
138.0,0.52,7.9,0.057,0.21,1
111.0,0.4,7.2,0.042,0.17,1
49.0,0.73,8.1,0.036,0.2,1
57.0,0.51,8.3,0.033,0.18,1
91.0,0.47,7.0,0.098,0.39,1
113.0,0.59,6.8,0.041,0.21,1
109.0,0.59,6.9,0.042,0.21,1
111.0,0.4,7.2,0.042,0.17,1
162.0,0.52,6.8,0.06,0.26,1
156.0,0.52,7.2,0.052,0.28,1
138.0,0.52,7.9,0.057,0.21,1
177.0,0.57,7.0,0.042,0.3,1
149.0,0.49,7.4,0.049,0.34,1
106.0,0.33,6.3,0.042,0.43,1
131.0,0.59,6.8,0.045,0.41,1
131.0,0.44,6.3,0.036,0.4,1
120.0,0.4,5.1,0.034,0.35,1
120.0,0.4,5.1,0.034,0.35,1
132.0,0.38,6.3,0.039,0.3,1
139.0,0.56,6.9,0.042,0.28,1
204.0,0.64,7.0,0.033,0.33,1
197.0,0.48,6.7,0.052,0.26,1
104.0,0.56,7.3,0.042,0.24,1
88.0,0.54,6.7,0.034,0.46,1
120.0,0.4,5.1,0.034,0.35,1
99.0,0.39,5.1,0.053,0.23,1
